Order ID,Customer ID,Customer Segment,Order Priority,Product Category,Product Sub-Category,State or Province,Region,City,Order Date,Unit Price,Quantity ordered new,Profit,Sales
90154,3388,Corporate,Not Specified,Office Supplies,Storage & Organization,California,West,Fairfield,2015-05-11,95.99,9,67.012,894.64
90178,1754,Consumer,Low,Technology,Telephones and Communication,California,West,Torrance,2015-02-27,95.99,8,7.03296,627.28
90899,1875,Consumer,Critical,Technology,Telephones and Communication,Virginia,South,Chesapeake,2015-01-29,95.99,4,34.302,320.75
88406,2115,Corporate,Medium,Furniture,Chairs & Chairmats,Virginia,South,Oakton,2015-04-29,95.95,14,636.522,1377.46
88783,1709,Small Business,Medium,Office Supplies,Storage & Organization,Pennsylvania,East,Pottstown,2015-05-10,95.43,33,13.536,3251.76
89344,719,Corporate,Not Specified,Office Supplies,Storage & Organization,Nevada,West,Pahrump,2015-02-28,95.43,2,-79.3208,206.09
91078,1690,Corporate,Not Specified,Office Supplies,Storage & Organization,Pennsylvania,East,Harrisburg,2015-06-01,95.43,22,-143.235,2053.6
89218,2456,Home Office,High,Furniture,Office Furnishings,Alabama,South,Mobile,2015-01-22,92.23,11,-905.9904,1009.93
86331,1946,Consumer,Medium,Furniture,Office Furnishings,Pennsylvania,East,Mount Lebanon,2015-01-26,90.98,12,-1920.9336,1058.36
86566,946,Home Office,Critical,Furniture,Office Furnishings,Maine,East,Auburn,2015-03-01,90.98,20,-1570.32,1782.44
89240,2709,Consumer,Medium,Furniture,Office Furnishings,Maryland,East,Ellicott City,2015-05-28,90.98,15,-1014.11,1425.71
33635,898,Small Business,High,Technology,Office Machines,New York,East,New York City,2015-01-12,90.97,6,-173.0952,573.31
86263,899,Small Business,High,Technology,Office Machines,Pennsylvania,East,Altoona,2015-01-12,90.97,2,-173.0952,191.1
90301,2437,Home Office,Low,Technology,Office Machines,Wisconsin,Central,Muskego,2015-03-01,90.97,3,35.29,260
90525,1815,Home Office,Medium,Technology,Office Machines,Mississippi,South,Pearl,2015-02-11,90.97,14,47.334,1263.35
85928,2847,Corporate,Not Specified,Office Supplies,Envelopes,Tennessee,South,Collierville,2015-04-09,90.48,3,55.5552,268.64
86507,3226,Small Business,Not Specified,Office Supplies,Envelopes,Tennessee,South,Hendersonville,2015-01-14,90.48,2,-11.816,183.39
89869,2305,Small Business,High,Office Supplies,Envelopes,South Dakota,Central,Watertown,2015-06-21,90.48,12,800.2551,1159.79
90099,1873,Corporate,Medium,Office Supplies,Envelopes,Florida,South,Palm Beach Gardens,2015-01-17,90.48,1,15.354,99.69
90460,3310,Small Business,Critical,Office Supplies,Envelopes,Massachusetts,East,Sandwich,2015-03-24,90.48,4,255.1482,369.78
87831,2667,Home Office,High,Office Supplies,Appliances,Ohio,East,Lakewood,2015-04-02,90.24,4,246.2748,356.92
86063,2655,Consumer,Medium,Furniture,Chairs & Chairmats,Georgia,South,Atlanta,2015-04-18,89.99,6,223.416,511.25
91397,2951,Corporate,Medium,Furniture,Chairs & Chairmats,Kansas,Central,Hays,2015-02-15,89.99,19,-230.9528,1809.75
90766,3279,Home Office,High,Office Supplies,Storage & Organization,South Carolina,South,Columbia,2015-04-06,89.83,4,31.11,366.26
24193,373,Small Business,Not Specified,Technology,Telephones and Communication,Michigan,Central,Detroit,2015-03-14,85.99,19,-175.175,1426.51
86181,1505,Small Business,Low,Technology,Telephones and Communication,Texas,Central,College Station,2015-06-13,85.99,6,-138.0368,464.86
86734,1459,Consumer,High,Technology,Telephones and Communication,South Carolina,South,Taylors,2015-04-05,85.99,4,36.216,291.64
86958,1827,Corporate,Medium,Technology,Telephones and Communication,Iowa,Central,Burlington,2015-04-18,85.99,5,264.1665,382.85
87057,306,Small Business,High,Technology,Telephones and Communication,Maryland,East,Pikesville,2015-02-14,85.99,17,855.9933,1240.57
87773,2593,Corporate,Low,Technology,Telephones and Communication,Georgia,South,Athens,2015-03-12,85.99,2,311.73,146.17
88479,428,Corporate,High,Technology,Telephones and Communication,Nevada,West,Carson City,2015-01-15,85.99,1,-302.225,73.82
89596,1361,Consumer,Critical,Technology,Telephones and Communication,Michigan,Central,Allen Park,2015-02-10,85.99,16,790.5468,1145.72
91586,3003,Home Office,Medium,Technology,Telephones and Communication,Idaho,West,Coeur D Alene,2015-03-05,85.99,20,1037.1045,1503.05
89007,1028,Small Business,Not Specified,Technology,Computer Peripherals,New York,East,Commack,2015-05-08,83.1,20,1152.5277,1670.33
27013,1314,Home Office,Low,Office Supplies,Storage & Organization,California,West,Los Angeles,2015-01-05,80.98,34,-746.44,2710.47
87603,1316,Home Office,Low,Office Supplies,Storage & Organization,Colorado,West,Commerce City,2015-01-05,80.98,8,-746.44,637.76
88164,2290,Corporate,Medium,Technology,Computer Peripherals,Minnesota,Central,Coon Rapids,2015-02-04,80.98,15,779.4723,1129.67
89983,1254,Home Office,Critical,Office Supplies,Storage & Organization,Texas,Central,Channelview,2015-03-12,80.98,2,-218.77,172.79
90120,1438,Corporate,Critical,Office Supplies,Storage & Organization,Ohio,East,Elyria,2015-01-22,80.98,3,-409.3736,267.83
91194,868,Corporate,Not Specified,Office Supplies,Storage & Organization,Minnesota,Central,Shoreview,2015-02-25,80.98,8,-684.78,682.79
86926,2897,Home Office,High,Technology,Office Machines,Minnesota,Central,Maple Grove,2015-02-13,80.97,11,565.18,904.25
88940,271,Small Business,Medium,Technology,Office Machines,Georgia,South,Forest Park,2015-03-30,80.97,12,128.0253,899.81
89664,2122,Consumer,Critical,Technology,Office Machines,Arkansas,South,Sherwood,2015-02-01,80.97,10,-15.1844,799.76
89801,2837,Home Office,High,Technology,Office Machines,Oklahoma,Central,Tulsa,2015-03-08,80.97,3,-149.4573,232.16
90501,3366,Home Office,Low,Technology,Office Machines,Ohio,East,Troy,2015-05-24,80.97,11,66.22,837.57
89092,191,Corporate,High,Office Supplies,Appliances,Illinois,Central,Aurora,2015-02-12,80.48,1,-35.4744,79.68
89522,152,Home Office,Low,Furniture,Office Furnishings,Tennessee,South,Knoxville,2015-04-19,79.52,8,-40.684,667.84
90631,1889,Home Office,Low,Office Supplies,Storage & Organization,Ohio,East,Kettering,2015-04-17,78.8,14,-1025.0172,1059.38
86838,14,Small Business,Medium,Furniture,Office Furnishings,Minnesota,Central,Prior Lake,2015-05-12,78.69,16,803.4705,1164.45
91304,2355,Consumer,Not Specified,Furniture,Office Furnishings,California,West,Coachella,2015-02-15,78.69,9,465.4395,674.55
88871,1940,Corporate,Low,Office Supplies,Appliances,Utah,West,Draper,2015-04-19,78.65,7,386.0067,559.43
89456,1967,Small Business,Medium,Office Supplies,Appliances,Iowa,Central,Clinton,2015-03-18,78.65,8,442.3659,641.11
89818,1957,Consumer,High,Technology,Computer Peripherals,Missouri,Central,University City,2015-04-07,77.51,1,-387.1044,77.47
90524,1814,Home Office,Not Specified,Technology,Computer Peripherals,Mississippi,South,Olive Branch,2015-05-23,77.51,17,-986.524,1300.54
86102,3041,Corporate,Not Specified,Technology,Computer Peripherals,Kansas,Central,Garden City,2015-05-15,73.98,17,97.16,1181.67
87474,3374,Home Office,High,Technology,Computer Peripherals,Maryland,East,Odenton,2015-06-29,73.98,8,-1.904,600.4
89004,1027,Small Business,High,Technology,Computer Peripherals,New York,East,Cheektowaga,2015-03-12,73.98,5,-229.87,347.23
89333,2037,Small Business,Not Specified,Technology,Computer Peripherals,Montana,West,Bozeman,2015-03-12,73.98,4,-88.61,305.71
89730,1261,Home Office,Critical,Technology,Computer Peripherals,Colorado,West,Broomfield,2015-05-07,73.98,5,43.538,378.23
90513,1367,Consumer,Medium,Technology,Computer Peripherals,Texas,Central,Lubbock,2015-01-07,73.98,1,-326.2316,79.02
90593,266,Corporate,Not Specified,Technology,Computer Peripherals,Texas,Central,San Antonio,2015-05-18,73.98,17,326.25,1300.81
91296,3350,Small Business,Medium,Technology,Computer Peripherals,Washington,West,Parkland,2015-01-23,73.98,5,-29.0656,384.22
86166,2352,Home Office,Not Specified,Furniture,Tables,Maryland,East,Cumberland,2015-06-23,71.37,19,-1537.1356,1302.98
91414,2486,Small Business,High,Furniture,Tables,Georgia,South,Statesboro,2015-02-06,71.37,4,-439.908,237.62
87679,2699,Corporate,Not Specified,Furniture,Bookcases,Arizona,West,Bullhead City,2015-04-08,70.98,19,-84.6288,1345.33
87964,2256,Corporate,Medium,Furniture,Chairs & Chairmats,North Carolina,South,New Bern,2015-03-24,70.98,20,-222.95,1373.47
89039,1976,Consumer,Critical,Furniture,Bookcases,Michigan,Central,East Lansing,2015-01-10,70.98,8,-850.6524,551.51
90361,738,Consumer,Not Specified,Furniture,Bookcases,New Jersey,East,Cranford,2015-06-15,70.98,4,-178.216,313.63
88880,568,Consumer,Not Specified,Office Supplies,Appliances,Mississippi,South,Columbus,2015-04-15,70.97,12,-99.568,805.99
89408,1384,Consumer,Low,Office Supplies,Appliances,Virginia,South,Alexandria,2015-06-07,70.97,21,23.616,1533.59
91466,2991,Home Office,Low,Office Supplies,Appliances,Wisconsin,Central,Racine,2015-05-08,70.97,2,18.218,141.59
87374,2903,Small Business,Not Specified,Furniture,Tables,Ohio,East,Reynoldsburg,2015-06-25,70.89,6,65.07702,364.26
962,2382,Small Business,Low,Office Supplies,Appliances,New York,East,New York City,2015-05-05,68.81,68,-1069.72,4649.85
86655,2380,Small Business,Low,Office Supplies,Appliances,Michigan,Central,Grand Rapids,2015-05-05,68.81,17,-1069.72,1162.46
88721,2323,Small Business,High,Office Supplies,Appliances,California,West,Coachella,2015-03-16,68.81,5,-550.43,337.86
89431,997,Small Business,Low,Office Supplies,Appliances,New Jersey,East,Bayonne,2015-01-24,67.84,1,-23.6344,63.66
88282,2858,Corporate,Low,Office Supplies,Binders and Binder Accessories,Florida,South,Fruit Cove,2015-05-23,67.28,30,14.754,2051.68
88882,568,Consumer,Medium,Office Supplies,Binders and Binder Accessories,Mississippi,South,Columbus,2015-04-01,67.28,16,224.8506,1066.54
10277,1413,Corporate,Medium,Technology,Telephones and Communication,Massachusetts,East,Boston,2015-04-07,65.99,36,542.25,2144.92
23877,2491,Home Office,Not Specified,Technology,Telephones and Communication,California,West,Los Angeles,2015-01-12,65.99,37,109.836,1939.03
45380,640,Consumer,Critical,Technology,Telephones and Communication,Washington,West,Seattle,2015-04-30,65.99,34,288.09,1912.98
85915,2630,Small Business,High,Technology,Telephones and Communication,Oklahoma,Central,Norman,2015-01-07,65.99,3,-139.18256,165.71
85964,211,Consumer,Medium,Technology,Telephones and Communication,New York,East,Utica,2015-01-06,65.99,3,-107.987,173.32
86409,1108,Small Business,Medium,Technology,Telephones and Communication,Texas,Central,Lancaster,2015-05-20,65.99,8,168.237,479.79
86754,2417,Consumer,Medium,Technology,Telephones and Communication,Virginia,South,Oakton,2015-03-14,65.99,13,-60.564,765.65
86814,1527,Home Office,Low,Technology,Telephones and Communication,Alabama,South,Decatur,2015-03-30,65.99,23,-52.248,1316.03
86886,2489,Home Office,Not Specified,Technology,Telephones and Communication,California,West,Concord,2015-01-12,65.99,9,109.836,471.66
87005,1303,Consumer,Low,Technology,Telephones and Communication,Utah,West,Tooele,2015-02-19,65.99,9,250.36272,536.9
87086,1410,Corporate,Medium,Technology,Telephones and Communication,California,West,Moreno Valley,2015-04-07,65.99,9,369.9987,536.23
87135,922,Small Business,Not Specified,Technology,Telephones and Communication,California,West,Rancho Cucamonga,2015-05-20,65.99,14,396.972,782
87214,250,Corporate,Critical,Technology,Telephones and Communication,Minnesota,Central,Richfield,2015-05-28,65.99,27,1061.379,1543.55
87357,507,Corporate,Critical,Technology,Telephones and Communication,Kentucky,South,Bowling Green,2015-04-18,65.99,17,131.334,946.29
87954,638,Consumer,Critical,Technology,Telephones and Communication,California,West,Santa Cruz,2015-04-30,65.99,9,288.09,506.38
88137,2468,Corporate,Critical,Technology,Telephones and Communication,North Carolina,South,Salisbury,2015-03-13,65.99,13,-335.041,724.57
88558,2071,Corporate,Low,Technology,Telephones and Communication,Michigan,Central,Farmington Hills,2015-05-16,65.99,20,183.843,1063.81
88588,3356,Corporate,Medium,Technology,Telephones and Communication,Idaho,West,Eagle,2015-05-04,65.99,15,605.0472,876.88
88928,383,Corporate,Critical,Technology,Telephones and Communication,Pennsylvania,East,Drexel Hill,2015-03-19,65.99,5,107.082,279.83
89005,1026,Small Business,Not Specified,Technology,Telephones and Communication,New York,East,Central Islip,2015-02-07,65.99,22,624.40164,1137.6
89139,247,Corporate,Medium,Technology,Telephones and Communication,Tennessee,South,Maryville,2015-02-23,65.99,14,-3.332,792.11
89148,2684,Small Business,Low,Technology,Telephones and Communication,Florida,South,Port Charlotte,2015-04-10,65.99,21,9.9399,1237.4
89524,152,Consumer,High,Technology,Telephones and Communication,Tennessee,South,Knoxville,2015-03-29,65.99,5,97.86,292.23
89762,288,Small Business,Critical,Technology,Telephones and Communication,Kansas,Central,Wichita,2015-01-16,65.99,14,496.89,748.1
89874,2874,Home Office,Critical,Technology,Telephones and Communication,Nebraska,Central,La Vista,2015-06-22,65.99,12,141.7824,633.85
89879,3084,Small Business,High,Technology,Telephones and Communication,Washington,West,Lacey,2015-04-20,65.99,14,313.812,798.89
90589,937,Corporate,Not Specified,Technology,Telephones and Communication,California,West,Redondo Beach,2015-06-27,65.99,3,-95.2105,166.59
90653,1730,Small Business,High,Technology,Telephones and Communication,Idaho,West,Moscow,2015-04-07,65.99,5,-88.6248,272.86
91030,2833,Small Business,Not Specified,Technology,Telephones and Communication,Minnesota,Central,Inver Grove Heights,2015-03-25,65.99,15,206.352,808.61
91042,1650,Corporate,High,Technology,Telephones and Communication,North Carolina,South,Asheboro,2015-05-09,65.99,8,-135.226,417.47
91115,1466,Small Business,High,Technology,Telephones and Communication,Nebraska,Central,Columbus,2015-06-11,65.99,10,253.3032,575.07
86768,1117,Home Office,Not Specified,Office Supplies,Storage & Organization,Arizona,West,Tucson,2015-02-05,64.65,4,-139.2872,277.6
86868,797,Corporate,Not Specified,Office Supplies,Storage & Organization,Utah,West,Roy,2015-06-01,64.65,13,-717.072,834.08
40224,2882,Consumer,Low,Furniture,Office Furnishings,North Carolina,South,Charlotte,2015-06-30,63.94,21,270.8743,1336.35
87634,2885,Consumer,Low,Furniture,Office Furnishings,Ohio,East,North Royalton,2015-06-30,63.94,5,219.5442,318.18
88838,3380,Home Office,Critical,Furniture,Office Furnishings,Georgia,South,La Grange,2015-04-20,63.94,8,43.6917,522.46
89300,2441,Consumer,Medium,Furniture,Office Furnishings,Florida,South,Melbourne,2015-04-04,63.94,11,-100.17,709.7
89320,398,Corporate,Medium,Furniture,Office Furnishings,Ohio,East,Dayton,2015-05-23,63.94,31,1372.6308,1989.32
87002,1305,Consumer,High,Furniture,Office Furnishings,Utah,West,West Valley City,2015-02-17,62.18,3,125.8077,182.33
90818,3177,Consumer,Not Specified,Furniture,Office Furnishings,Florida,South,Jupiter,2015-03-14,62.18,9,-29.666,511.57
86794,3132,Corporate,Medium,Office Supplies,Appliances,Illinois,Central,Mundelein,2015-05-17,62.05,40,1644.0768,2382.72
3841,1733,Small Business,Not Specified,Office Supplies,Appliances,District of Columbia,East,Washington,2015-04-04,60.98,34,-662.52,2119.54
86508,3224,Small Business,Critical,Furniture,Chairs & Chairmats,Tennessee,South,Gallatin,2015-04-01,60.98,2,-74.088,125.9
87426,1557,Consumer,Low,Office Supplies,Appliances,Virginia,South,Annandale,2015-03-25,60.98,15,-954.758,879.62
88443,1734,Small Business,Not Specified,Office Supplies,Appliances,New York,East,Harrison,2015-04-04,60.98,9,-596.268,561.06
88555,2071,Corporate,Not Specified,Technology,Computer Peripherals,Michigan,Central,Farmington Hills,2015-02-01,60.98,23,976.2672,1414.88
89106,1771,Home Office,Medium,Office Supplies,Appliances,Illinois,Central,Freeport,2015-03-06,60.98,7,-807.89,410.17
86952,2395,Corporate,Not Specified,Office Supplies,Appliances,Georgia,South,Savannah,2015-03-23,60.97,15,79.4232,904.31
87963,2256,Corporate,Critical,Office Supplies,Appliances,North Carolina,South,New Bern,2015-01-02,60.97,6,-42.588,361.72
89240,2709,Consumer,Medium,Office Supplies,Appliances,Maryland,East,Ellicott City,2015-05-28,60.97,1,-41.77,57.84
89836,3269,Corporate,Critical,Office Supplies,Appliances,New Jersey,East,North Plainfield,2015-01-28,60.97,12,527.8776,765.04
88527,228,Small Business,Medium,Furniture,Chairs & Chairmats,North Carolina,South,Mint Hill,2015-04-02,60.89,7,36.354,450.49
13408,1745,Home Office,Low,Furniture,Office Furnishings,Georgia,South,Atlanta,2015-02-14,60.65,4,116.5063,256.77
87244,1749,Home Office,Low,Furniture,Office Furnishings,Oklahoma,Central,Lawton,2015-02-14,60.65,1,44.2911,64.19
89608,2334,Consumer,Low,Furniture,Office Furnishings,Wisconsin,Central,Greenfield,2015-04-06,60.65,10,427.0065,618.85
86898,3155,Corporate,Critical,Office Supplies,Appliances,Florida,South,Sanford,2015-01-20,60.22,9,-193.914,541.76
87725,744,Corporate,Low,Office Supplies,Appliances,Arizona,West,Oro Valley,2015-01-28,59.98,1,-54.622,63.48
91174,539,Small Business,Medium,Office Supplies,Binders and Binder Accessories,Illinois,Central,Urbana,2015-05-14,59.78,7,159.5297,414.49
86165,2352,Consumer,Critical,Office Supplies,Storage & Organization,Maryland,East,Cumberland,2015-06-20,59.76,18,756.6747,1096.63
90186,911,Corporate,High,Office Supplies,Storage & Organization,West Virginia,East,Wheeling,2015-04-04,59.76,8,354.3288,513.52
90493,918,Corporate,Critical,Furniture,Bookcases,California,West,Rancho Cucamonga,2015-05-20,58.14,39,187.412,2115.06
90821,3176,Consumer,Low,Furniture,Bookcases,Florida,South,Jacksonville,2015-06-25,58.14,22,0.258,1358.02
88135,2468,Home Office,Critical,Office Supplies,Binders and Binder Accessories,North Carolina,South,Salisbury,2015-04-27,58.1,3,765.75,169.46
89092,190,Corporate,High,Office Supplies,Binders and Binder Accessories,Illinois,Central,Arlington Heights,2015-02-12,58.1,3,113.6499,164.71
89299,2443,Corporate,High,Office Supplies,Binders and Binder Accessories,Florida,South,Miami,2015-01-18,58.1,13,1633.986,739.06
21636,1340,Home Office,Low,Technology,Telephones and Communication,New York,East,New York City,2015-02-10,55.99,63,366.507,2997.07
22755,1314,Home Office,Medium,Technology,Telephones and Communication,California,West,Los Angeles,2015-03-30,55.99,5,-275.253,236.88
86012,452,Home Office,Critical,Technology,Telephones and Communication,California,West,Los Banos,2015-05-27,55.99,1,-235.895,51.83
87602,1316,Home Office,Medium,Technology,Telephones and Communication,Colorado,West,Commerce City,2015-03-30,55.99,1,-275.253,47.38
88460,1083,Corporate,Not Specified,Technology,Telephones and Communication,Illinois,Central,Springfield,2015-03-31,55.99,1,-232.991,54.08
88644,580,Corporate,Medium,Technology,Telephones and Communication,Maine,East,Auburn,2015-05-13,55.99,12,-57.541,578.24
89291,282,Corporate,Critical,Technology,Telephones and Communication,New Jersey,East,Belleville,2015-05-21,55.99,9,-221.254,416.95
89743,2817,Corporate,High,Technology,Telephones and Communication,Ohio,East,Newark,2015-06-01,55.99,3,-18.3216,147.56
90109,2273,Corporate,Low,Technology,Telephones and Communication,Texas,Central,Harlingen,2015-05-05,55.99,4,-222.816,201.32
90387,2162,Corporate,Medium,Technology,Telephones and Communication,Pennsylvania,East,Sharon,2015-05-20,55.99,33,27.9686,1553.7
90833,1113,Corporate,Critical,Technology,Telephones and Communication,Colorado,West,Arvada,2015-04-06,55.99,5,-187.11,258.93
91025,1743,Consumer,Medium,Technology,Telephones and Communication,Texas,Central,Friendswood,2015-02-12,55.99,1,-121.05808,52.1
91244,1338,Home Office,Low,Technology,Telephones and Communication,Illinois,Central,Chicago,2015-02-10,55.99,16,525.2004,761.16
91433,624,Home Office,High,Technology,Telephones and Communication,Vermont,East,Rutland,2015-04-01,55.99,2,-281.17584,99.36
87357,507,Corporate,Critical,Office Supplies,Paper,Kentucky,South,Bowling Green,2015-04-18,55.98,11,32.9409,646.97
90600,1625,Home Office,Medium,Office Supplies,Paper,New York,East,Glen Cove,2015-03-27,55.98,8,300.0465,434.85
91060,2030,Corporate,Medium,Office Supplies,Paper,Texas,Central,Greenville,2015-03-18,55.98,13,526.0422,762.38
87846,1041,Small Business,Critical,Technology,Computer Peripherals,California,West,Woodland,2015-04-17,55.94,6,-13.77,322.77
88824,3258,Consumer,Not Specified,Technology,Computer Peripherals,Washington,West,Lynnwood,2015-03-21,55.94,11,401.85,646.88
90385,2157,Home Office,Low,Furniture,Office Furnishings,Michigan,Central,Warren,2015-03-16,55.5,4,-118.54,253.87
86723,1672,Small Business,Low,Office Supplies,Paper,Virginia,South,Charlottesville,2015-06-07,55.48,17,-225.5638,942.53
87195,1728,Corporate,High,Office Supplies,Paper,Ohio,East,Kettering,2015-02-22,55.48,10,376.8849,546.21
87396,2912,Home Office,High,Office Supplies,Paper,North Dakota,Central,Grand Forks,2015-04-28,55.48,12,443.0214,642.06
87651,24,Corporate,High,Office Supplies,Paper,California,West,Laguna Niguel,2015-01-28,55.48,1,-28.2968,67.49
89705,1639,Home Office,Critical,Office Supplies,Paper,Connecticut,East,Stamford,2015-02-26,55.48,4,147.7566,214.14
89857,1781,Corporate,High,Office Supplies,Paper,California,West,San Carlos,2015-06-12,55.48,11,454.4478,658.62
89957,1519,Consumer,Critical,Office Supplies,Paper,Maine,East,Auburn,2015-06-14,55.48,19,711.0519,1030.51
90147,2287,Corporate,Low,Office Supplies,Storage & Organization,South Carolina,South,Summerville,2015-02-19,54.1,9,34.068,469.59
90218,2928,Consumer,Critical,Office Supplies,Storage & Organization,South Carolina,South,Charleston,2015-05-26,54.1,36,-33.586,1944.87
88136,2466,Corporate,Medium,Technology,Computer Peripherals,Michigan,Central,Sault Sainte Marie,2015-02-27,53.98,8,101.972,438.33
86958,1826,Corporate,Medium,Office Supplies,Storage & Organization,Iowa,Central,Bettendorf,2015-04-18,52.99,7,-517.17,337.59
29350,1193,Consumer,High,Office Supplies,Binders and Binder Accessories,District of Columbia,East,Washington,2015-02-25,52.4,85,592.5265,4556.63
87585,1200,Consumer,High,Office Supplies,Binders and Binder Accessories,New Jersey,East,Elmwood Park,2015-02-25,52.4,21,776.7744,1125.76
89004,1027,Small Business,High,Technology,Office Machines,New York,East,Cheektowaga,2015-03-12,51.98,9,329.9787,478.23
89801,2837,Home Office,High,Technology,Office Machines,Oklahoma,Central,Tulsa,2015-03-08,51.98,13,439.7853,637.37
90735,646,Corporate,Low,Furniture,Office Furnishings,Minnesota,Central,Shakopee,2015-06-17,51.75,16,261.444,818.81
32869,698,Corporate,Medium,Furniture,Office Furnishings,Washington,West,Seattle,2015-03-27,51.65,49,25.04,2470.84
89847,696,Corporate,Medium,Furniture,Office Furnishings,Indiana,Central,Crown Point,2015-03-27,51.65,12,25.04,605.1
86119,2613,Corporate,Low,Office Supplies,Appliances,New Jersey,East,Fords,2015-01-24,50.98,1,-25.76,68.45
86815,1527,Home Office,Low,Technology,Computer Peripherals,Alabama,South,Decatur,2015-05-21,50.98,28,70.176,1395.41
88568,851,Corporate,Low,Furniture,Office Furnishings,California,West,Hacienda Heights,2015-02-25,50.98,6,98.12,300.63
89211,1767,Home Office,Critical,Technology,Computer Peripherals,Georgia,South,Newnan,2015-03-26,50.98,16,5.3397,818.49
89910,800,Consumer,Low,Technology,Computer Peripherals,Utah,West,Roy,2015-03-28,50.98,11,-13.28,568.25
7623,3011,Corporate,Critical,Technology,Computer Peripherals,Massachusetts,East,Boston,2015-04-28,49.99,67,17.2,3247.54
11206,1193,Small Business,Low,Technology,Computer Peripherals,District of Columbia,East,Washington,2015-06-28,49.99,48,-17.03,2373.32
38087,181,Small Business,Critical,Technology,Computer Peripherals,California,West,San Francisco,2015-02-21,49.99,18,-76.89,901.81
40101,1723,Corporate,Low,Technology,Computer Peripherals,California,West,San Diego,2015-01-31,49.99,46,13.508,2188.06
85929,2848,Corporate,Medium,Technology,Computer Peripherals,Tennessee,South,Columbia,2015-06-06,49.99,16,38.886,832.97
86346,3012,Corporate,Critical,Technology,Computer Peripherals,New York,East,Rochester,2015-04-28,49.99,17,19.78,824
87587,1203,Small Business,Low,Technology,Computer Peripherals,Rhode Island,East,Cranston,2015-06-28,49.99,12,-8.515,593.33
88360,184,Small Business,Critical,Technology,Computer Peripherals,Massachusetts,East,Arlington,2015-02-21,49.99,5,-76.89,250.5
91219,3089,Corporate,Low,Office Supplies,Appliances,Kansas,Central,Leawood,2015-01-24,49.43,6,-122.77,281.82
86645,1680,Consumer,Low,Furniture,Office Furnishings,Ohio,East,Fairfield,2015-05-03,49.34,17,554.77,817.32
87436,3230,Small Business,Critical,Office Supplies,Paper,Wisconsin,Central,Waukesha,2015-06-13,48.94,21,690.7038,1001.02
86369,3141,Consumer,Low,Office Supplies,Storage & Organization,Texas,Central,Pasadena,2015-06-01,48.91,15,-485.68,736.86
88475,669,Home Office,Medium,Office Supplies,Paper,Iowa,Central,Ottumwa,2015-03-20,48.91,2,32.86,101.06
89279,2254,Corporate,High,Office Supplies,Paper,Kentucky,South,Paducah,2015-04-28,48.91,14,156.7434,618.96
91077,1689,Corporate,High,Office Supplies,Storage & Organization,Indiana,Central,Highland,2015-03-24,48.91,10,-628.38,514.79
91041,1649,Corporate,Critical,Office Supplies,Appliances,New York,East,Woodmere,2015-02-24,48.58,3,100.1328,145.12
8257,949,Consumer,Low,Office Supplies,Paper,California,West,Los Angeles,2015-03-22,48.04,18,373.67,881.32
26342,1959,Home Office,Low,Office Supplies,Paper,Florida,South,Miami,2015-04-18,48.04,74,624.239,3598.82
88083,445,Small Business,Not Specified,Office Supplies,Paper,Nebraska,Central,Norfolk,2015-04-11,48.04,2,-4.46,101.71
88857,1962,Home Office,Low,Office Supplies,Paper,Michigan,Central,Saginaw,2015-04-18,48.04,18,604.0191,875.39
89084,950,Consumer,Low,Office Supplies,Paper,Minnesota,Central,Prior Lake,2015-03-22,48.04,5,168.9189,244.81
90058,510,Corporate,Low,Office Supplies,Paper,California,West,Manteca,2015-01-13,48.04,3,105.2526,152.54
90360,737,Consumer,Low,Office Supplies,Paper,New Jersey,East,Bloomfield,2015-06-07,48.04,12,422.4525,612.25
90167,896,Corporate,Critical,Technology,Computer Peripherals,Texas,Central,Denton,2015-06-20,47.98,11,35.955,517.68
90488,3255,Home Office,Critical,Technology,Computer Peripherals,Florida,South,Tamarac,2015-02-18,47.98,2,596.808,97.96
91316,2787,Consumer,Not Specified,Technology,Computer Peripherals,Louisiana,South,Metairie,2015-03-12,47.98,8,-44.436,393.98
87620,2938,Small Business,High,Office Supplies,Paper,Massachusetts,East,Stoneham,2015-04-22,47.9,20,642.9903,931.87
87831,2667,Home Office,High,Office Supplies,Paper,Ohio,East,Lakewood,2015-04-02,47.9,3,93.9504,136.16
89361,2652,Consumer,Medium,Office Supplies,Paper,California,West,Bakersfield,2015-05-25,47.9,2,21.78,94.2
90002,1991,Home Office,Medium,Office Supplies,Paper,Utah,West,Kearns,2015-02-22,47.9,18,638.3811,925.19
89077,1442,Corporate,Low,Furniture,Office Furnishings,Missouri,Central,Springfield,2015-01-30,46.94,10,297.9696,431.84
89981,1253,Home Office,Low,Office Supplies,Appliances,Texas,Central,Cedar Park,2015-04-23,46.89,13,421.3485,610.65
90540,1416,Small Business,High,Office Supplies,Appliances,Indiana,Central,Indianapolis,2015-06-25,46.89,4,87.12,182.61
91043,1648,Corporate,Critical,Office Supplies,Appliances,Illinois,Central,Woodstock,2015-03-25,46.89,17,507.633,735.7
88387,1014,Home Office,Critical,Technology,Telephones and Communication,Arkansas,South,Bryant,2015-03-01,45.99,10,-329.784,370.81
90248,1620,Consumer,High,Technology,Telephones and Communication,Pennsylvania,East,Lancaster,2015-04-06,45.99,4,3.96,163.01
